Pecho,Cuello,Cintura,Longitud_delantera,Altura,Peso,Talla,SEXO,Cadera
96.32,37.19,76.89,43.67,167.84,61.43,M,M,98.34
94.8,36.42,73.31,43.26,167.48,63.65,M,M,101.83
96.04,37.23,76.21,43.03,167.39,57.98,M,M,99.31
96.1,36.26,77.77,43.17,167.43,61.18,M,M,102.58
94.97,37.25,73.85,43.69,167.89,60.38,M,M,100.87
95.57,36.61,77.22,43.17,167.52,59.88,M,M,99.72
95.95,36.23,75.36,43.15,167.29,61.14,M,M,98.86
95.41,36.34,76.18,43.88,167.38,63.44,M,M,101.33
93.13,36.13,74.44,43.63,167.63,58.38,M,M,100.7
96.14,37.67,76.57,43.19,167.44,60.02,M,M,101.34
93.15,37.06,77.64,43.87,167.58,59.83,M,M,104.57
92.16,36.54,74.58,43.34,167.95,57.46,M,M,101.26
92.52,36.53,77.87,43.21,167.51,61.92,M,M,102.66
94,36.26,78.27,43.26,167.41,59.37,M,M,99.97
95.86,36.62,77.3,43.44,167.18,62.25,M,M,100.17
95.44,37.13,75.16,43.57,167.09,57.7,M,M,104.45
93.2,37.06,76.59,43.61,167.54,60.27,M,M,101.75
93.46,36.72,73.38,43.85,167.1,57.69,M,M,99.79
92.45,36.16,74.37,43.79,167.56,63.08,M,M,99.08
95.36,36.95,77.91,43.48,167.52,61.39,M,M,100.41
96.49,37.39,73.61,43.57,167.2,59.9,M,M,98.93
92.43,36.67,75.38,43.6,167.08,62.32,M,M,98.88
93.37,37.32,75.06,43.41,167.21,59.69,M,M,101.66
95.82,37.87,77.53,43.9,167.84,63.23,M,M,100.86
92.12,36.13,76.32,43.15,167.11,60.45,M,M,101.11
94.06,37.79,73.39,43,167.79,58.28,M,M,101.44
94.16,37.84,74.35,43.9,167.9,59.67,M,M,103.32
95.97,36.4,78.41,43.56,167.62,63.61,M,M,101.29
95.93,37.3,78.51,43.46,167.31,62.34,M,M,104.54
93.82,36.28,74.61,43.68,167.49,62.75,M,M,100.7
94.66,37.82,76.56,43.62,167.26,60.14,M,M,101.95
96.52,37.44,75.68,43.7,167.57,58.51,M,M,103.65
96.09,37.25,76.68,43.28,167.36,57.17,M,M,101.57
93.77,36.04,74.54,43.48,167.32,58.68,M,M,103.4
92.24,36.98,76.3,43.39,167.37,59.4,M,M,103.7
94.79,37.91,76.5,43.18,167.23,59.08,M,M,103.13
94.65,37.1,74.36,43.76,167.54,57.16,M,M,102.79
95.36,36.1,74.2,43.43,167.36,63.94,M,M,101.84
93.97,36.06,78.67,43.46,167.23,63.88,M,M,104.64
93.89,37.39,74.1,43.82,167.87,61.85,M,M,98.68
92.24,36.84,73.55,43.85,167.43,59.42,M,M,98.18
92.83,36.42,74.39,43.02,167.1,60.28,M,M,104.84
95.67,37.06,77.28,43.21,167.97,61.72,M,M,98.73
92.22,36.59,76.43,43.82,167.26,58.33,M,M,102.93
93.33,37.43,76.22,43.8,167.53,59.45,M,M,101.48
93.67,37.77,75.39,43.58,167.7,61.87,M,M,98.47
92.61,36.52,77.82,43.18,167.49,59.12,M,M,102.04
93.57,37.5,78.18,43.46,167.25,59.14,M,M,103.25
93.4,36.12,74.47,43.5,167.93,63.99,M,M,104.59
95.63,36.45,73.29,43.26,167.05,63.84,M,M,102.79
92.77,36.39,77.32,43.71,167.33,57.66,M,M,102.99
96.33,37.8,77.04,43.84,167.96,57.17,M,M,101.25
93.19,37.82,76.84,43.99,167.81,63.11,M,M,102.7
95.9,37.33,74.95,43.41,167.85,57.14,M,M,103.3
93.99,36.87,79,43.36,167.32,63.39,M,M,103.35
94.47,36.51,73.91,43.1,167.86,62.31,M,M,101.86
93.98,37.27,75.18,43.92,167.93,58.09,M,M,98.7
92.31,36.25,73.28,43.96,167.37,58.51,M,M,98.41
94.15,37.36,74.68,43.31,167.65,61.33,M,M,99.1
94.46,36.91,78.07,43.83,167.91,59.3,M,M,98.57
92.68,37.85,78.4,43.72,167.33,62.37,M,M,98.01
93.44,37.64,77.05,43.27,167.65,61.72,M,M,101.64
95.56,37.91,76.13,43.97,167.47,60.56,M,M,98
92.99,36.8,75,43.81,167.6,62.8,M,M,100.81
92.74,36.94,76.63,43.82,167.91,59.75,M,M,102.72
95.71,37.31,75.76,43.56,167.81,60.3,M,M,99.78
94.27,37.38,77.68,43.14,167.15,59.34,M,M,104.62
93.21,36.19,73.52,43.65,167.03,62.53,M,M,99.23
95.21,37.22,78.43,43.37,167.92,63.03,M,M,104.86
93.07,37.88,75.7,43.24,167.38,59.35,M,M,102.22
96,37.94,76.68,43.69,167.39,58.22,M,M,102.65
93.91,37.49,73.3,43.11,167.53,58.1,M,M,103.57
92.34,37.87,78.44,43.98,167.92,57.96,M,M,103.97
95.74,37.88,76.8,43.02,167.03,60.08,M,M,104.88
95.02,37.7,77.48,43.97,167.32,63.77,M,M,100.3
93.63,36.49,76.01,43.15,167.41,62.47,M,M,101.8
93.26,36.89,76.55,43.25,167.85,57.56,M,M,101.94
96.22,36.05,78.84,43.31,167.07,62.87,M,M,99.2
94.06,36.73,75.07,43.18,167.11,60.5,M,M,101.63
94.86,37.92,75.62,43.71,167.67,63.7,M,M,101.52
95.1,37.77,77.67,43.6,167.83,63.49,M,M,101.36
92.86,36.06,74.89,43.87,167.39,58.35,M,M,104.65
94.29,36.86,73.45,43.11,167.69,62.22,M,M,101.91
92.62,36.31,76.88,43.26,167.66,63.23,M,M,104.39
92.25,37.42,75.8,43.46,167.3,63.27,M,M,103.47
92.69,36.08,74.77,43.68,167.65,59.08,M,M,98.47
95.94,36.97,74.76,43.91,167.96,58.14,M,M,100.71
96.34,37.17,77.71,43.94,167.45,61.14,M,M,100.6
93.54,37.14,76.1,43.72,167.45,62.05,M,M,102.04
95.13,37.43,73.6,43.3,167.42,62.33,M,M,104.23
96.43,36.45,77.98,43.86,167.89,63.69,M,M,100.64
94.62,36.78,76.76,43.36,167.43,63.49,M,M,104.22
92.01,36.29,76.13,43.61,167.24,62.46,M,M,102.89
94.51,36.91,74.28,43.11,167.41,62.61,M,M,102.96
94.54,37.34,78.63,43.91,167.14,57.43,M,M,99.85
93.58,36.62,78.7,43.32,167.98,60.98,M,M,99.47
92.33,37.97,77.3,43.44,167.28,58.14,M,M,101.48
92.92,37.72,77.69,43.3,167.14,58.8,M,M,104.17
92.12,37.34,77.74,43.48,167.81,59.74,M,M,103.17
96.07,36.04,74.13,43.61,167.86,63.51,M,M,103.75
92.18,37.98,75.17,43.95,167.32,61.59,M,M,100.9
92.52,37.17,74.84,43.25,167.43,60,M,M,104.58
94.2,36.25,77.01,43.63,167.13,59.68,M,M,104.7
95.83,37.53,78.8,43.36,167.7,58.42,M,M,103.94
96.44,37.54,74.9,43.76,167.43,60.46,M,M,103.7
92.17,37.83,78.65,43.08,167.21,58.93,M,M,100.47
93.69,36.74,73.11,43.12,167.79,58.23,M,M,103.65
96.52,37.66,76.64,43.94,167.27,60.08,M,M,102.83
93.11,37.98,78.07,43.7,167.56,57.15,M,M,98.59
93.86,37.57,77.14,43.72,167.46,62.54,M,M,103.72
92.83,36.14,76.2,43.61,167.35,62.86,M,M,102.06
93.44,36.42,75.15,43.62,167.88,61.2,M,M,100.39
94.15,37.32,73.39,43.06,167.9,57.61,M,M,99.59
95.09,37.43,78.77,43.99,167.89,58.95,M,M,102.94
93.81,37.7,76.08,43.62,167.15,59.26,M,M,104.99
92.38,37.67,76.84,43.96,167.79,63.55,M,M,101.64
92.9,36.07,76.43,43.62,167.85,63.91,M,M,100.55
92.85,36.24,78.27,43.73,167.74,60.29,M,M,104.17
96.22,37.51,78.93,43.39,167.09,63.51,M,M,99.1
95,36.38,73.22,43.03,167.16,59.4,M,M,100.41
95.65,37.59,76.32,43.43,167.22,60.55,M,M,103.36
93.53,36.47,77.37,43.26,167.61,57.32,M,M,103.47
92.42,36.37,76.95,43.21,167.28,59.79,M,M,98.24
95.23,36.65,78.02,43.31,167.95,63.43,M,M,99.59
95.42,36.29,74.99,43.84,167.19,59,M,M,99.8
95.6,36.89,78.42,43.6,167.75,63.92,M,M,104.01
94.92,36.71,77.86,43.01,167.69,60.24,M,M,103.71
93.18,37.25,76.82,43.52,167.92,59.16,M,M,102.45
95.32,36.44,78.83,43.6,167.4,59.38,M,M,101.43
94.26,37.6,78.96,43.16,167.5,61.78,M,M,102.53
95.16,37.46,78.25,43.4,167.84,58.44,M,M,101.98
94.64,37.34,74.26,43.14,167.83,58.81,M,M,101.89
94.39,36.28,74.46,43.9,167.46,57.73,M,M,101.91
93.04,36.15,78.55,43.02,167.07,59.84,M,M,98.57
94.92,37.17,77.97,43.48,167.08,57.33,M,M,102.19
95.77,36.62,77.92,43.16,167.28,60.06,M,M,101.1
92.95,37.02,78.07,43.28,167.83,59.21,M,M,100.19
95.57,36.86,76.39,43.43,167.7,62.58,M,M,104
93.56,37.6,74.79,43.39,167.27,62.27,M,M,98.35
94,36.56,78.71,43.27,167.77,61.77,M,M,104.69
92.12,37,76.27,43.67,167.64,62.92,M,M,102.46
92.88,36.72,74.72,43.6,167.14,61.32,M,M,101.27
92.55,37.53,78.63,43.18,167.87,61.35,M,M,100.38
92.71,37.92,76.72,43.53,167.88,58.91,M,M,101.18
96.44,36.74,78.93,43.88,167.52,59.35,M,M,101.07
92.25,37.15,78.39,43.39,167.3,57.19,M,M,101.44
96.31,37.23,73.72,43.39,167.1,58.77,M,M,101.66
94.72,37.78,78.06,43.31,167.85,60.07,M,M,99.39
94.37,37.69,76.76,43.4,167.93,60.52,M,M,103.63
93.66,36.38,76.08,43.7,167.29,57.3,M,M,104.5
94.65,36.99,78.02,43.54,167.91,62.83,M,M,101.29
94.02,36.25,77.49,43.62,167.12,61.49,M,M,102.8
95.29,37.62,73.19,43.31,167.44,58.7,M,M,104.66
93.74,37.27,73.29,43.99,167.87,58.72,M,M,100.92
92.26,36.4,75.66,43.35,167.17,63.96,M,M,100.77
95.24,36.34,76.34,43.09,167.97,63,M,M,100.1
95.66,37.1,73.5,43.25,167.97,59.2,M,M,103.5
96,36,75.85,43.3,167.42,62.29,M,M,101.23
93.58,36.8,77.61,43.91,167.15,59.23,M,M,103.06
92.45,37.23,73.08,43.02,167.74,57.5,M,M,100.09
94.29,37.66,73.04,43.39,167.94,57.56,M,M,104.15
95.24,37.19,74.4,43.27,167.74,62.82,M,M,104.11
92.48,37.39,73.56,43.26,167.16,60.11,M,M,103.76
96.36,37.6,74.69,43.59,167.25,61.07,M,M,100.59
94.54,37.91,75.39,43.1,167.38,62.16,M,M,102.83
95.44,36.09,77.64,43.65,167.77,62.01,M,M,103.92
95.17,36.93,73.78,43.68,167.15,63.52,M,M,104.19
93.75,36.68,74.67,43.08,167.59,61.2,M,M,104
95.2,36.2,74.4,43.03,167.92,62.58,M,M,100.27
93.39,37.18,74.04,43.92,167.89,59.57,M,M,102.32
96.35,36.5,77.42,43.24,167.87,59.61,M,M,101.17
95.22,36.7,76.23,43.62,167.19,58.26,M,M,101.29
92.91,37.49,77.46,43.81,167.03,59.35,M,M,100.97
93.91,37.36,74.14,43.28,167.92,58.27,M,M,98.16
92.47,37.04,74.96,43.48,167.44,63.74,M,M,103.83
94.26,37.7,77.88,43.02,167.8,60.48,M,M,99.71
94,36.87,76.12,43.57,167.13,57.84,M,M,101.41
96.12,36.72,74.8,43.43,167.25,58.23,M,M,99.51
92.18,37.15,77.66,43.55,167.44,57.06,M,M,104.46
92.8,36.22,75.11,43.38,167.03,63.28,M,M,99.65
95.48,36.91,73.16,43.09,167.92,59.26,M,M,101.02
95.43,36.78,78.12,43.22,167.75,61.52,M,M,98.32
94.44,36.16,76.11,43.52,167.22,58.35,M,M,100.8
94.56,36.39,73.69,43.05,167.59,63.55,M,M,98.55
95.3,37.66,74.59,43.3,167.7,59.54,M,M,99.28
92.34,37.56,74.55,43.46,167.74,62.52,M,M,100.55
92.44,36.87,77.94,43.95,167.05,62.04,M,M,98.75
93.92,37.94,78.78,43.61,167.58,61.31,M,M,102.48
92.78,37.46,73.86,43.7,167.7,63.1,M,M,99.29
94.77,37.8,73.24,43.36,167.14,57.31,M,M,103.19
93.35,36.33,73.14,43.96,167.25,57.61,M,M,102.48
95.6,37.27,77.3,43.71,167.04,58.09,M,M,99.97
94.63,36.24,73.3,43.75,167.06,61.62,M,M,101.59
95.66,37.86,76.31,43.29,167.44,61.68,M,M,102.51
92.31,36.78,78.23,43.56,167.61,58.64,M,M,103.66
96.11,37.15,73.06,43.11,167.91,63.21,M,M,100.38
96.08,36.16,75.73,43.48,167.07,59.22,M,M,103.54
93.24,36.62,77.19,43.84,167.44,61.69,M,M,104.21
95.1,36.74,73.3,43.7,167.55,62.67,M,M,100.03
93.27,37.39,73.03,43.41,167.54,61.43,M,M,98.93
95.57,37.56,75.53,43.81,167.07,61.13,M,M,100.11
94.4,37.22,76.5,43.96,167.31,58.29,M,M,99.29
94.49,37.19,75.33,43.47,167.49,59.52,M,M,103.78
93.31,36.48,78.68,43.69,167.61,59.04,M,M,99.97
93.11,37.76,77.54,43.29,167.21,61.96,M,M,99.93
96.03,37.84,73.27,43.73,167.19,57.77,M,M,104.82
92.52,37.55,76.42,43.4,167.84,62.18,M,M,103.71
94.4,37.21,78.99,43.66,167.27,63.77,M,M,101.23
93.77,37.01,74.53,43.47,167.65,59.28,M,M,101.75
92.33,36.81,74.66,43.42,167.5,61.71,M,M,104.92
93.99,37.08,75.44,44,167.3,57.45,M,M,101.35
96.45,37.02,73.49,43.46,167.39,57.87,M,M,103.38
92.17,37.38,74.71,43.91,167.32,60.57,M,M,98.76
96.11,37.64,78.01,43.49,167.9,63.68,M,M,98.21
93.56,36.42,77.97,43.03,167.22,58.23,M,M,100.87
92.45,36.08,77.3,43.88,167.01,62.42,M,M,99.45
93.47,37.86,74.8,43.49,167.17,62.69,M,M,98.97
93.29,36.05,74,43.93,167.59,62.27,M,M,99.62
96.4,37.37,75.66,43.75,167.36,58.07,M,M,102.72
94.24,37.54,78.9,43.91,167.23,58.22,M,M,103.3
95.08,36.47,73.49,43.01,167.81,59.8,M,M,101.57
95.67,37.6,75.74,43.26,167.67,57.05,M,M,103.42
94.66,37.97,76.33,43.65,167.34,62.11,M,M,102.97
94.73,36.28,75.91,43.34,167.88,57.38,M,M,104.64
94.65,37.06,74.61,43.49,167.7,63.95,M,M,99.36
95.36,36.05,74.47,43.23,167.78,57.28,M,M,100.07
95.54,36.68,78.86,43.46,167.67,58.98,M,M,100.89
92.14,37.04,76.23,43.66,167.54,59.52,M,M,98.78
95.85,36.7,74.56,43.3,167.86,57.6,M,M,102.76
93.56,37.12,73.6,43.82,167.71,61.38,M,M,104.8
93.31,37.56,73.35,43.04,167.61,57.85,M,M,104.73
95.33,37.44,78.74,43.26,167.47,61.61,M,M,101.72
93.21,37.86,75.55,43.89,167.59,61.78,M,M,98.89
94.26,36.2,77.29,43.24,167.27,63.1,M,M,101.61
95.91,37.71,78.01,43.64,167.91,60.23,M,M,99.68
95.76,36.92,73.96,43.94,167.44,57.21,M,M,101.72
93.35,36.08,74.04,43.67,167.24,59.38,M,M,100.82
94.91,36.5,74.84,43.12,167.63,60.61,M,M,100.89
95.21,36.92,73.55,43.75,167.3,59.5,M,M,99.11
93.39,36.29,78.8,43.15,167.04,62.86,M,M,104.67
96.15,37.86,75.13,43.99,167.54,57.34,M,M,100.47
94.9,37.28,74.5,43.53,167.86,59.85,M,M,98.4
92.73,36.18,74.95,43.47,167.13,59.14,M,M,103.8
93.27,37.86,78.23,43.87,167.68,63.34,M,M,98.42
95.4,36.97,73.14,43.64,167.15,63.61,M,M,101.08
95.77,37.53,75.28,43.41,167.28,59.81,M,M,98.21
94,36.97,78.08,43.98,167.12,60.88,M,M,98.67
94.71,36.63,76.38,43.94,167.77,63.92,M,M,103.68
93.99,37.32,78.76,43.04,167.25,59.81,M,M,100.37
93.44,37.45,78.31,43.33,167.64,58.83,M,M,101.6
94.39,37.08,78.65,43.27,167.07,62.56,M,M,104.2
93.06,36.17,75.15,43.46,167.53,60.32,M,M,102.51
95.07,37.12,75.07,43.73,167.16,60.17,M,M,102.52
94.69,37.1,76.6,43.25,167.33,57.77,M,M,104.28
93.55,37.74,78.63,43.04,167.56,62.33,M,M,103.32
95.44,37.51,78.61,43.62,167.07,62.39,M,M,99.22
95.97,36.38,78.27,43.57,167.26,63.59,M,M,100.12
95.72,37.28,77.31,43.87,167.57,58.93,M,M,104.06
95.84,37.66,74.24,43.04,167.97,62.58,M,M,104.39
93.67,36.62,76.9,43.08,167.98,59.89,M,M,102.38
95.64,37.56,78.17,43.77,167.25,61.19,M,M,103.02
93.2,36.73,77.08,43.01,167,63.02,M,M,103.38
93.91,37.08,73.1,43.67,167.22,60.67,M,M,100.95
92.08,37.18,78.19,43.19,167.63,61.43,M,M,102.64
95.76,37.29,78.57,43.39,167.92,62.66,M,M,99.94
94.26,37.56,75.02,43.06,167.44,61.06,M,M,103.2
95.39,37.19,77.04,43.89,167.03,61.86,M,M,100.14
92.88,37,74.85,43.19,167.64,60.43,M,M,101.29
94.06,37.33,77.36,43.02,167.73,57.41,M,M,98.46
92.24,36.84,75.48,43.02,167.99,63.45,M,M,100.01
94.47,36.71,75.84,43.02,167.19,63.48,M,M,101.24
95.09,36.66,76.56,43.6,167.29,63.72,M,M,100.09
95.99,37.44,78.86,43.69,167.03,60,M,M,102.79
92.21,37.02,76.67,43.41,167.66,58.84,M,M,103.84
95.73,36.31,74.7,43.49,167.46,62.65,M,M,103.77
96.47,37.17,77.24,43.32,167.25,58.05,M,M,101.15
94.84,36.36,76.65,43.2,167.28,57.2,M,M,98.28
93.36,36.25,77.1,43.53,167.22,61.91,M,M,101.24
96.19,37.76,73.28,43.93,167.07,63.75,M,M,102.01
92.59,36.21,76.89,43.63,167.62,59.9,M,M,102.74
93.7,36.02,78.88,43.49,167.15,63.37,M,M,104.25
93.34,37.9,76.67,43.57,167.88,61.76,M,M,100.78
93.39,36.16,78.45,43.31,167.6,60.73,M,M,99.82
92.48,37.34,77.53,43.99,167.53,61.91,M,M,101.41
95.04,37.25,75.95,43.68,167.67,59.64,M,M,98.87
94.65,37.4,73.08,43.52,167.5,58.95,M,M,104.56
94.52,36.66,76.35,43.35,167.41,61.94,M,M,103.11
92.8,36.81,74.76,43.07,167.6,58.37,M,M,102.14
95.32,36.95,77.97,43.96,167.35,59.13,M,M,101.91
95.05,37.03,77.9,43.83,167.15,63.42,M,M,102.59
95.71,37.56,76.3,43.95,167.74,61.18,M,M,98.2
93.44,37.9,78.44,43.64,167.14,61.56,M,M,99.18
93.48,36.67,78.05,43.53,167.09,58.36,M,M,99.8
95.24,37.41,73.12,43.86,167.22,57.36,M,M,101.1
94.67,37.24,73.27,43.59,167.66,59.41,M,M,100.76
95.53,36.44,76.52,43.64,167.5,61.77,M,M,101.82
94.28,36.84,73.05,43.52,167.95,57.26,M,M,103.61
92.11,37.92,75.73,43.25,167.61,61.19,M,M,103.92
92.08,37.34,76.86,43.19,167.15,63.12,M,M,103.42
94.55,37.32,76.06,43.76,167.84,58.94,M,M,99.06
92.34,37.68,73.66,43.74,167.47,60.44,M,M,101.88
95.44,36.46,76.87,43.17,167.33,63.31,M,M,103.07
92.68,36.33,74.18,43.41,167.23,60.57,M,M,99.64
94.35,36.89,77.49,43.6,167.74,62.6,M,M,100.59
93.61,37.91,73.74,43.34,167.3,61.87,M,M,99.41
92.35,37.01,75.97,43.15,167.81,58.06,M,M,101.88
93.19,36.93,73.18,43.19,167.53,59.21,M,M,104.92
93.83,36.24,77.85,43.78,167.38,63.35,M,M,99.82
95.29,37.89,74.75,43.62,167.64,61.64,M,M,101.33
96.01,37.27,73.35,43.71,167.61,62.99,M,M,103.18
94.46,37.81,77.02,43.53,167.61,59.1,M,M,101.49
96.18,37.96,78.05,43.7,167.3,63.6,M,M,103.48
92.48,37.6,75.52,43.8,167.71,58.85,M,M,100.42
93.01,36.09,77.45,43.23,167.78,62.16,M,M,100.15
93.09,36.88,77.61,43.42,167.72,59.87,M,M,104.16
95.08,37.83,75.12,43.83,167.87,57.22,M,M,98.28
95.26,37.75,77.97,43.29,167.43,61.86,M,M,104.36
93.19,36.17,73.53,43.44,167.38,61.04,M,M,98.56
92.36,36.07,76.87,43.04,167.08,60.12,M,M,104.47
92.08,37.13,77.75,43.53,167.12,60.87,M,M,104.58
94.62,36.23,78.13,43.96,167.74,60.45,M,M,102.51
94.98,37.22,77.87,43.42,167.03,59.31,M,M,102.87
95.49,36.45,77.3,43.18,167.67,60.53,M,M,101.9
94.71,37.41,75.01,43.68,167.27,60.64,M,M,101.67
92.37,37.56,75.79,43.17,167.5,58.11,M,M,103.27
96.49,36.85,78.17,43.39,167.38,62.82,M,M,104.91
94.26,36.77,77.84,43.92,167.79,63.78,M,M,104.71
92.69,36.72,77.6,43.84,167.95,60.54,M,M,104.04
95.36,37.87,76.39,43.25,167.6,60.61,M,M,100.95
96.43,37.38,74.86,43.93,167.87,58.85,M,M,104.75
94.24,37.4,78.42,43.19,167.57,62.74,M,M,101.83
93.67,36.61,78.36,43.92,167.15,60.83,M,M,104.1
92.77,37.97,74.15,43.21,167.4,57.85,M,M,98.67
95.14,37.16,75.8,43.4,167.6,60.65,M,M,100.99
96.18,36.59,78.68,43.99,167.1,62.98,M,M,98.74
93.37,37.11,73.75,43.88,167.06,59,M,M,100.73
92.19,37.23,75.61,43.38,167.09,58.45,M,M,99.26
93.3,36.07,73.03,43.29,167.16,61.74,M,M,101.21
94.98,37.93,75.23,43.69,167.64,58.26,M,M,100.87
94.84,36.08,74.82,43.86,167.3,58.18,M,M,100.09
94.05,36.14,74.04,43.1,167.7,60.01,M,M,99.81
92.77,37.26,77.09,43.66,167.34,62.28,M,M,98.33
93.04,36.55,74.48,43.71,167.53,59.21,M,M,101.9
92.9,36.12,76.71,43.64,167.61,62.98,M,M,100.58
95.27,37.04,76.37,43.68,167.3,62.42,M,M,104.52
93.31,37.03,75.34,43.14,167.09,58.54,M,M,102.32
92.05,36.3,75.41,43.19,167.75,61.73,M,M,99.69
95.3,37.97,73.15,43.93,167.51,63.49,M,M,99.89
96.1,36.49,74.12,43.82,167.54,58.79,M,M,98.77
93.15,37.26,76.48,43.93,167.11,63.36,M,M,103.58
92.04,36.08,75.82,43.68,167.34,57.9,M,M,103.34
94.6,37.34,77.2,43.74,167.66,61.01,M,M,102.48
92.08,37.62,76.78,43.75,167.8,60.59,M,M,103.85
94.48,36.27,75.1,43.37,167.01,59.08,M,M,102.9
92.04,37.19,77.07,43.08,167.77,58.85,M,M,98.88
96.05,36.19,76.79,43.79,167.84,59.91,M,M,102.97
94.35,37.89,74.92,43.15,167.19,61.47,M,M,103.77
95.48,36.66,77.56,43.67,167.28,61.06,M,M,98.8
95.7,37.25,73.06,43.74,167.58,58.82,M,M,103.44
93.14,37.46,75.64,43.71,167.43,62.12,M,M,100.67
94.2,36.47,75.55,43.39,167.93,61.7,M,M,103.52
96.46,37.51,74.12,43.57,167.24,62.28,M,M,98.03
96.49,36.01,74.92,43.98,167.55,57.63,M,M,101.56
95.28,37.97,74.08,43.68,167.42,62.67,M,M,104.14
94.25,36.02,74.19,43.08,167.05,58.87,M,M,99.25
93.02,36.24,73.6,43.51,167.69,60.12,M,M,100.6
95.19,36.83,78.25,43.61,167.42,57.69,M,M,99.52
93,37.48,75.61,43.43,167.39,57.58,M,M,104.83
93.34,37.47,77.03,43.85,167.18,59.9,M,M,102.61
93.32,37.52,76.77,43.57,167.68,61.97,M,M,99.53
94.49,37.67,75.14,43.92,167.34,59.7,M,M,104.74
94.82,36.38,76.46,43.83,167.98,57.8,M,M,101.44
95.44,36.75,73.14,43.46,167.9,63.32,M,M,100.61
94.12,37.56,76.26,43.57,167.25,58.19,M,M,99.4
94.4,37.28,75.62,43.7,167.85,57.98,M,M,100.58
92.36,37.73,74.39,43.03,167.67,62.82,M,M,99.16
94.83,37.28,73.37,43.67,167.6,63.93,M,M,103.08
95.34,36.06,74.15,43.72,167.54,59.69,M,M,99.55
92.79,37.81,75.76,43.27,167.2,63.47,M,M,101.01
95.33,36.37,76.73,43.03,167.08,60.25,M,M,103.07
95.9,37.72,78.39,43.76,167.32,57.84,M,M,104.74
94.65,37.56,73.71,43.15,167.79,63.48,M,M,98.68
95.8,37.42,77.17,43.91,167.3,60.97,M,M,101.12
94.3,37.21,78.33,43.83,167.1,57.27,M,M,101.89
92.43,37.57,76.84,43.32,167.26,59.57,M,M,99.4
96.34,36.32,76.09,43.22,167.85,58.09,M,M,103.67
93.89,36.81,74.08,43.48,167.64,62.65,M,M,98.04
95.59,37.22,77.56,43.12,167.17,59.84,M,M,101.91
95.62,37.65,73.88,43.48,167.44,63.25,M,M,104.97
92.28,36.24,76.9,43.09,167.7,59.33,M,M,100.48
93.56,36.41,74.97,43.67,167.78,58.13,M,M,99.78
96.14,36.07,74.21,43.28,167.4,62.62,M,M,102.36
92.48,37.66,74.11,43.08,167.85,62.24,M,M,102.23
94.77,36.88,77.12,43.68,167.7,63.72,M,M,103.82
93.27,37.44,74.38,43.83,167.11,63.25,M,M,104.01
93.72,37.94,78.54,43.83,167.43,59.24,M,M,103.14
92.82,36.01,78.36,43.47,167.45,57.97,M,M,102.13
93.18,37.84,74.92,43.64,167.1,62.61,M,M,104.06
95.24,36.83,73.95,43.09,167.77,58.91,M,M,102.63
94.41,37.01,75.6,43.75,167.63,59.52,M,M,99.95
94.96,37.64,77.6,43.69,167.16,63.27,M,M,100.34
96.33,37.37,75.67,43.43,167.5,57.77,M,M,101.43
93.56,37.31,73.05,43.03,167.39,61.69,M,M,102.7
92.38,37.58,75.01,43.84,167,63.15,M,M,98.67
94.89,37.53,75.58,43.66,167.56,57.81,M,M,101.37
92.25,36.64,76.67,43.1,167.91,62.89,M,M,103.74
94.4,36.95,73.2,43.22,167.86,59.6,M,M,99.67
93.45,36.13,73.59,43.45,167.49,62.01,M,M,99.22
92.79,36.21,78.3,43.56,167.88,62.98,M,M,99.55
94.44,36.69,77.63,43.56,167.02,57.94,M,M,104.53
93.06,37.17,77.08,43.02,167.54,62.86,M,M,103.46
92.25,36.65,78.17,43.19,167.39,61.29,M,M,98.66
93.11,36.31,76.23,43.67,167.45,58.67,M,M,99.95
95.18,37.45,78.46,43.45,167.17,58.97,M,M,99.22
92.4,37.39,74.42,43.19,167.99,61.62,M,M,101.68
93.83,37.92,74.94,43.44,167.57,60.94,M,M,101.19
92.33,36.74,77.15,43.75,167.49,61.85,M,M,100.09
96.4,37.58,74.06,43.26,167.04,62.08,M,M,104.85
92.55,37.79,75.19,43.26,167.04,58.65,M,M,100.14
92.16,36.36,73.34,43.63,167.39,61.04,M,M,103.82
95.68,37.72,76.92,43.07,167.48,62.63,M,M,102.14
92.1,37.49,77.72,43.72,167.75,60.64,M,M,98.36
93.96,37.87,76.52,43.04,167.29,63.78,M,M,103.27
93.19,36.94,78.07,43.42,167.14,63.38,M,M,104.96
95.97,36.15,77.14,43.82,167.32,60.05,M,M,103.48
94.66,37.36,78.32,43.71,167.25,62.66,M,M,100.38
94.21,36.66,78.41,43.92,167.39,57.05,M,M,103.24
95.84,37.22,76.94,43.31,167.61,59.52,M,M,103.58
92.34,37.83,76.37,43.87,167.25,62.03,M,M,102.35
94.34,36.5,73.98,43.09,167.48,63.76,M,M,103.68
93.68,37.84,77.25,43.36,167.17,61.68,M,M,99.43
92.02,36.22,74.27,43.68,167.35,58.48,M,M,103.42
92.22,36.62,77.15,43.54,167.41,59.65,M,M,103.62
94.06,36.95,74.05,43.26,167.66,61.14,M,M,99.72
96.36,36.03,77.05,43.85,167.24,61.64,M,M,102.81
92.57,36.73,76.37,43.97,167.04,61.77,M,M,99.06
93.39,36.53,76.62,43.67,167.14,59.34,M,M,98.05
